Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,LogHP,SqrtHP,std_HP,std_Attack,std_Defense,std_Sp. Atk,std_Sp. Def,std_Speed,std_LogHP,std_SqrtHP,norm_HP,norm_Attack,norm_Defense,norm_Sp. Atk,norm_Sp. Def,norm_Speed,norm_LogHP,norm_SqrtHP,is_Bug,is_Dark,is_Dragon,is_Electric,is_Fighting,is_Fire,is_Ghost,is_Grass,is_Ground,is_Ice,is_Normal,is_Poison,is_Psychic,is_Rock,is_Steel,is_Water
Dark,Ghost,50,75,75,65,65,50,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.13527983154017986,0.029959373494191064,-0.23148945923836856,-0.23847068376799305,-0.6407200075906133,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.3783783783783784,0.3111111111111111,0.29891304347826086,0.2142857142857143,0.2571428571428571,0.7059803190278149,0.40558364683289894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fighting,,80,100,70,50,60,45,False,4.382026634673881,8.94427190999916,0.4240913106155372,0.636191535735078,-0.1292381159462933,-0.6892580040344997,-0.41858379473877716,-0.8135936865574627,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.5135135135135136,0.2888888888888889,0.21739130434782608,0.19047619047619052,0.22857142857142854,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,,60,60,60,105,105,105,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.5981626519053346,-0.44763309482726205,0.9892266602179811,1.20243420399828,1.2608904610447302,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.5163043478260869,0.40476190476190477,0.5714285714285714,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,Fire,100,100,100,100,100,100,True,4.605170185988092,10.0,1.2054705229369735,0.636191535735078,0.8259468206966128,0.8366371452859375,1.0223210930274957,1.0880167820778808,1.12024952174195,1.2254075818591805,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Steel,Psychic,80,145,150,105,110,110,False,4.382026634673881,8.94427190999916,0.4240913106155372,2.024839996830542,2.4179217151014565,0.9892266602179811,1.3825473149690641,1.4337641400115797,0.5473221568414796,0.5138338277817105,0.3110236220472441,0.7567567567567568,0.6444444444444444,0.5163043478260869,0.4285714285714286,0.6,0.7907991740444459,0.530724886055846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bug,,37,25,41,25,41,25,False,3.6109179126442243,6.082762530298219,-1.255873995875551,-1.6782225660906955,-1.0525835547011027,-1.4522055786947181,-1.1030136164277569,-1.5050884024248603,-1.4325212469328592,-1.4148587881740413,0.14173228346456693,0.10810810810810811,0.16,0.08152173913043478,0.10000000000000002,0.11428571428571428,0.6516416126425164,0.3395589420027456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,Normal,62,55,52,109,94,109,False,4.127134385045092,7.874007874011811,-0.2791499804737555,-0.7524569253603861,-0.702349077932037,1.111298272163616,0.8061853598625549,1.3991894042182098,-0.1071208869000908,-0.207537333177941,0.24015748031496065,0.2702702702702703,0.20888888888888887,0.5380434782608695,0.3523809523809524,0.5942857142857143,0.744800233991956,0.45922484615488096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice,,71,95,85,110,95,79,False,4.2626798770413155,8.426149773176359,0.07247066507089084,0.48189726228002644,0.3483543523751598,1.1418161751500249,0.8422079820567118,0.3619473304171133,0.24089598876656781,0.1646131170120018,0.2755905511811024,0.48648648648648657,0.35555555555555557,0.5434782608695652,0.3571428571428572,0.4228571428571428,0.7692613502863893,0.4961112279203301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,Fairy,40,27,60,37,50,66,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.616504856708675,-0.44763309482726205,-1.0859907428578133,-0.7788100166803454,-0.08752423489669517,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.11891891891891893,0.24444444444444444,0.14673913043478262,0.14285714285714285,0.3485714285714286,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,30,65,100,45,25,40,False,3.4011973816621555,5.477225575051661,-1.5293567201880536,-0.443868378450283,0.8259468206966128,-0.8418475189665434,-1.679375571534266,-0.9864673655243121,-1.9709846283455414,-1.8229981647412512,0.11417322834645668,0.32432432432432434,0.4222222222222222,0.19021739130434784,0.023809523809523808,0.19999999999999998,0.6137945531635808,0.29910545108291287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dragon,Electric,100,150,120,120,100,90,True,4.605170185988092,10.0,1.2054705229369735,2.179134270285594,1.4627367784585503,1.4469952050141122,1.0223210930274957,0.742269424144182,1.12024952174195,1.2254075818591805,0.38976377952755903,0.7837837837837838,0.5111111111111111,0.5978260869565217,0.380952380952381,0.48571428571428565,0.8310686088936831,0.6012538378111884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,,60,40,60,40,60,35,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-1.2153397457255408,-0.44763309482726205,-0.9944370338985871,-0.41858379473877716,-1.1593410444911616,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.1891891891891892,0.24444444444444444,0.16304347826086957,0.19047619047619052,0.17142857142857143,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bug,Grass,55,63,90,50,80,42,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.5055860878323036,0.5075518418156442,-0.6892580040344997,0.30186864914435935,-0.9173178939375723,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.31351351351351353,0.3777777777777778,0.21739130434782608,0.28571428571428575,0.2114285714285714,0.7231803996642251,0.42864044050273414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ice,Psychic,65,50,35,115,95,95,False,4.174387269895637,8.06225774829855,-0.16194309862554007,-0.9067511988154378,-1.243620542029684,1.2944056900820686,0.8422079820567118,0.9151431031110314,0.014202228385670543,-0.08065459602284714,0.25196850393700787,0.24324324324324326,0.13333333333333333,0.5706521739130435,0.3571428571428572,0.5142857142857142,0.7533276906749776,0.4718010638640337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Ground,35,45,160,30,45,70,False,3.5553480614894135,5.916079783099616,-1.3340119171076945,-1.0610454722704894,2.7363166939824253,-1.2996160637626746,-0.9589231276511295,0.05077470827678435,-1.5751984079017929,-1.5272050156614254,0.13385826771653545,0.21621621621621623,0.6888888888888889,0.10869565217391305,0.11904761904761905,0.37142857142857144,0.6416132408276866,0.328423537397182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Normal,Flying,40,55,30,30,30,85,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-0.7524569253603861,-1.4028180314701681,-1.2996160637626746,-1.499262460563482,0.5693957451773326,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.2702702702702703,0.1111111111111111,0.10869565217391305,0.04761904761904763,0.45714285714285713,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Normal,,60,60,60,35,35,30,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.5981626519053346,-0.44763309482726205,-1.1470265488306308,-1.3191493495926978,-1.3322147234580108,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.1358695652173913,0.07142857142857144,0.14285714285714285,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bug,Poison,70,65,60,90,75,90,False,4.248495242049359,8.366600265340756,0.03340170445481903,-0.443868378450283,-0.44763309482726205,0.53145811542185,0.1217555381735752,0.742269424144182,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.32432432432432434,0.24444444444444444,0.43478260869565216,0.2619047619047619,0.48571428571428565,0.7667015306935548,0.4921329645730052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Dark,45,90,20,65,20,65,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,0.32760298882497485,-1.721213010351137,-0.23148945923836856,-1.8594886825050503,-0.12209897069006506,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.4594594594594595,0.06666666666666667,0.29891304347826086,0.0,0.34285714285714286,0.6869665120144518,0.3813421690471292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Electric,Ice,50,65,107,105,107,86,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.443868378450283,1.048823305913291,0.9892266602179811,1.2744794483865935,0.6039704809707025,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.32432432432432434,0.45333333333333337,0.5163043478260869,0.41428571428571437,0.46285714285714286,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Ice,123,77,72,99,92,58,False,4.812184355372417,11.090536506409418,2.1040566171066253,-0.07356212215815923,-0.06555912017009956,0.8061192422995287,0.7341401154742413,-0.36412212124365423,1.6517642433814452,1.9604426379252369,0.48031496062992124,0.3891891891891892,0.2977777777777778,0.48369565217391297,0.3428571428571429,0.3028571428571428,0.868427266841869,0.6741082000058403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Water,,55,55,45,63,45,45,False,4.007333185232471,7.416198487095663,-0.5526327047862583,-0.7524569253603861,-0.9252255631487152,-0.29252526521118605,-0.9589231276511295,-0.8135936865574627,-0.4147138480962242,-0.5161065066093017,0.2125984251968504,0.2702702702702703,0.17777777777777778,0.2880434782608695,0.11904761904761905,0.22857142857142854,0.7231803996642251,0.42864044050273414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fire,,58,64,58,80,65,80,False,4.060443010546419,7.615773105863909,-0.4354258229380428,-0.47472723314129334,-0.5113120906034558,0.22627908555776258,-0.23847068376799305,0.39652206621048314,-0.27835287289332256,-0.38159075199355835,0.22440944881889763,0.31891891891891894,0.23555555555555555,0.3804347826086956,0.2142857142857143,0.42857142857142855,0.7327648247472645,0.4419732188876356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Dragon,58,89,77,45,45,48,False,4.060443010546419,7.615773105863909,-0.4354258229380428,0.29674413413396455,0.09363836927038481,-0.8418475189665434,-0.9589231276511295,-0.709869479177353,-0.27835287289332256,-0.38159075199355835,0.22440944881889763,0.4540540540540541,0.32,0.19021739130434784,0.11904761904761905,0.24571428571428572,0.7327648247472645,0.4419732188876356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Water,Grass,60,50,50,60,70,50,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-0.9067511988154378,-0.7660280737082308,-0.38407897417041226,-0.05835757279720892,-0.6407200075906133,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.24324324324324326,0.19999999999999998,0.2717391304347826,0.23809523809523814,0.2571428571428571,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Psychic,Fairy,38,35,35,65,55,50,False,3.6375861597263857,6.164414002968976,-1.216805035259479,-1.3696340191805925,-1.243620542029684,-0.23148945923836856,-0.5986969057095612,-0.6407200075906133,-1.364049769996549,-1.359824688499533,0.1456692913385827,0.16216216216216217,0.13333333333333333,0.29891304347826086,0.16666666666666669,0.2571428571428571,0.6564542779966959,0.3450137488145487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grass,,100,100,125,110,50,50,False,4.605170185988092,10.0,1.2054705229369735,0.636191535735078,1.6219342678990347,1.1418161751500249,-0.7788100166803454,-0.6407200075906133,1.12024952174195,1.2254075818591805,0.38976377952755903,0.5135135135135136,0.5333333333333333,0.5434782608695652,0.14285714285714285,0.2571428571428571,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Ground,100,110,90,85,90,60,False,4.605170185988092,10.0,1.2054705229369735,0.9447800826451812,0.5075518418156442,0.3788686004898063,0.6620948710859276,-0.29497264965691444,1.12024952174195,1.2254075818591805,0.38976377952755903,0.5675675675675675,0.3777777777777778,0.4076086956521739,0.33333333333333337,0.3142857142857143,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Water,Steel,84,86,88,111,101,60,False,4.430816798843313,9.16515138991168,0.5803671530798244,0.2041675700609336,0.44387284603945043,1.1723340781364335,1.0583437152216526,-0.29497264965691444,0.6725922801590605,0.6627093215841972,0.32677165354330706,0.43783783783783786,0.36888888888888893,0.5489130434782609,0.3857142857142858,0.3142857142857143,0.7996040546951887,0.5454809566104173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fire,Dragon,78,130,111,130,85,100,False,4.356708826689592,8.831760866327848,0.34595338938339354,1.5619571764653875,1.1761812974656785,1.7521742348781997,0.4819817601151435,1.0880167820778808,0.48231797039707686,0.43799999662893174,0.3031496062992126,0.6756756756756757,0.47111111111111115,0.6521739130434783,0.3095238095238096,0.5428571428571428,0.7862302146766117,0.5232084752998996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grass,,75,75,55,105,85,30,False,4.31748811353631,8.660254037844387,0.2287465075351781,-0.13527983154017986,-0.6068305842677464,0.9892266602179811,0.4819817601151435,-1.3322147234580108,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.3783783783783784,0.2222222222222222,0.5163043478260869,0.3095238095238096,0.14285714285714285,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,,50,95,90,95,90,180,True,3.912023005428146,7.0710678118654755,-0.7479775078666173,0.48189726228002644,0.5075518418156442,0.6840476303538937,0.6620948710859276,3.8539956455474713,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.48648648648648657,0.3777777777777778,0.4619565217391304,0.33333333333333337,0.9999999999999999,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grass,Psychic,60,40,80,60,45,40,False,4.0943445622221,7.745966692414834,-0.35728790170589914,-1.2153397457255408,0.18915686293467543,-0.38407897417041226,-0.9589231276511295,-0.9864673655243121,-0.1913096822960943,-0.29383866884231985,0.23228346456692914,0.1891891891891892,0.33333333333333337,0.2717391304347826,0.11904761904761905,0.19999999999999998,0.7388828430294488,0.4506709292845407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fire,,85,97,66,105,66,65,False,4.442651256490317,9.219544457292887,0.6194361136958962,0.5436149716620471,-0.2565961074986808,0.9892266602179811,-0.2024480615738362,-0.12209897069006506,0.7029775841250103,0.6993709198866576,0.33070866141732286,0.49729729729729727,0.27111111111111114,0.5163043478260869,0.2190476190476191,0.34285714285714286,0.8017397512832608,0.54911473888967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,130,65,60,110,95,65,False,4.867534450455582,11.40175425099138,2.377539341419128,-0.443868378450283,-0.44763309482726205,1.1418161751500249,0.8422079820567118,-0.12209897069006506,1.7938771744351187,2.170207236352786,0.5078740157480315,0.32432432432432434,0.24444444444444444,0.5434782608695652,0.3571428571428572,0.34285714285714286,0.8784159805408458,0.6948994070419344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Normal,,38,36,38,32,36,57,False,3.6375861597263857,6.164414002968976,-1.216805035259479,-1.3387751644895822,-1.1481020483653932,-1.238580257789857,-1.283126727398541,-0.3986968570370241,-1.364049769996549,-1.359824688499533,0.1456692913385827,0.16756756756756758,0.14666666666666667,0.11956521739130435,0.07619047619047618,0.29714285714285715,0.6564542779966959,0.3450137488145487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Steel,,40,55,70,45,60,30,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-0.7524569253603861,-0.1292381159462933,-0.8418475189665434,-0.41858379473877716,-1.3322147234580108,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.2702702702702703,0.2888888888888889,0.19021739130434784,0.19047619047619052,0.14285714285714285,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Electric,Fire,50,65,107,105,107,86,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.443868378450283,1.048823305913291,0.9892266602179811,1.2744794483865935,0.6039704809707025,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.32432432432432434,0.45333333333333337,0.5163043478260869,0.41428571428571437,0.46285714285714286,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,Psychic,95,75,110,100,80,30,False,4.553876891600541,9.746794344808963,1.0101257198566145,-0.13527983154017986,1.1443417995775815,0.8366371452859375,0.30186864914435935,-1.3322147234580108,0.9885525409533672,1.0547438472058874,0.3700787401574803,0.3783783783783784,0.4666666666666667,0.48913043478260865,0.28571428571428575,0.14285714285714285,0.8218120027118011,0.5843381853735097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Psychic,,116,55,85,107,95,29,False,4.7535901911063645,10.770329614269007,1.8305738927941226,-0.7524569253603861,0.3483543523751598,1.0502624661907987,0.8422079820567118,-1.3667894592513807,1.5013220731561256,1.74461924317058,0.452755905511811,0.2702702702702703,0.35555555555555557,0.5271739130434783,0.3571428571428572,0.13714285714285712,0.8578531146131325,0.6527164641399498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grass,,45,35,45,62,53,35,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-1.3696340191805925,-0.9252255631487152,-0.32304316819759477,-0.670742150097875,-1.1593410444911616,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.16216216216216217,0.17777777777777778,0.2826086956521739,0.1571428571428572,0.17142857142857143,0.6869665120144518,0.3813421690471292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychic,Fairy,20,25,45,70,90,60,False,2.995732273553991,4.47213595499958,-1.9200463263487717,-1.6782225660906955,-0.9252255631487152,-0.07889994430632484,0.6620948710859276,-0.29497264965691444,-3.0120277352574156,-2.500440965495173,0.07480314960629922,0.10810810810810811,0.17777777777777778,0.3260869565217391,0.33333333333333337,0.3142857142857143,0.5406225943127096,0.2319594520384125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Normal,,85,76,64,45,55,90,False,4.442651256490317,9.219544457292887,0.6194361136958962,-0.10442097684916954,-0.3202751032748746,-0.8418475189665434,-0.5986969057095612,0.742269424144182,0.7029775841250103,0.6993709198866576,0.33070866141732286,0.3837837837837838,0.26222222222222225,0.19021739130434784,0.16666666666666669,0.48571428571428565,0.8017397512832608,0.54911473888967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Water,,50,53,48,53,48,64,False,3.912023005428146,7.0710678118654755,-0.7479775078666173,-0.8141746347424068,-0.8297070694844245,-0.5977042950752735,-0.850855261068659,-0.15667370648343493,-0.6594254243074995,-0.7487288385779822,0.19291338582677164,0.2594594594594595,0.1911111111111111,0.23369565217391305,0.13333333333333336,0.33714285714285713,0.7059803190278149,0.40558364683289894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock,,97,165,60,65,50,58,False,4.574710978503383,9.848857801796104,1.088263641088758,2.6420170906507483,-0.44763309482726205,-0.23148945923836856,-0.7788100166803454,-0.36412212124365423,1.04204464699476,1.1235358760723413,0.3779527559055118,0.8648648648648649,0.24444444444444444,0.29891304347826086,0.14285714285714285,0.3028571428571428,0.8255718106929691,0.5911566348417092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dark,,70,90,70,60,60,70,False,4.248495242049359,8.366600265340756,0.03340170445481903,0.32760298882497485,-0.1292381159462933,-0.38407897417041226,-0.41858379473877716,0.05077470827678435,0.2044765381476564,0.12447601424341645,0.27165354330708663,0.4594594594594595,0.2888888888888889,0.2717391304347826,0.19047619047619052,0.37142857142857144,0.7667015306935548,0.4921329645730052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fighting,,75,125,75,30,75,85,False,4.31748811353631,8.660254037844387,0.2287465075351781,1.4076629030103358,0.029959373494191064,-1.2996160637626746,0.1217555381735752,0.5693957451773326,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.6486486486486487,0.3111111111111111,0.10869565217391305,0.2619047619047619,0.45714285714285713,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,,35,55,40,45,40,60,False,3.5553480614894135,5.916079783099616,-1.3340119171076945,-0.7524569253603861,-1.0844230525891996,-0.8418475189665434,-1.1390362386219137,-0.29497264965691444,-1.5751984079017929,-1.5272050156614254,0.13385826771653545,0.2702702702702703,0.15555555555555556,0.19021739130434784,0.09523809523809525,0.3142857142857143,0.6416132408276866,0.328423537397182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electric,,40,45,40,65,40,65,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-1.0610454722704894,-1.0844230525891996,-0.23148945923836856,-1.1390362386219137,-0.12209897069006506,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.21621621621621623,0.15555555555555556,0.29891304347826086,0.09523809523809525,0.34285714285714286,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock,Water,72,105,115,54,86,68,False,4.276666119016055,8.48528137423857,0.11153962568696266,0.7904858091901296,1.303539289018066,-0.5671863920888647,0.5180043823093002,-0.018374763309955414,0.2768060597153121,0.20446854546083176,0.2795275590551181,0.5405405405405406,0.4888888888888889,0.23913043478260868,0.31428571428571433,0.36,0.7717853670310829,0.5000615725952828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bug,,45,22,60,27,30,29,False,3.8066624897703196,6.708203932499369,-0.9433223109469764,-1.7707991301637265,-0.44763309482726205,-1.3911697727219008,-1.499262460563482,-1.3667894592513807,-0.9299415214336682,-0.9933035688567312,0.1732283464566929,0.0918918918918919,0.24444444444444444,0.09239130434782608,0.04761904761904763,0.13714285714285712,0.6869665120144518,0.3813421690471292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Water,,71,73,88,120,89,59,False,4.2626798770413155,8.426149773176359,0.07247066507089084,-0.19699754092220048,0.44387284603945043,1.4469952050141122,0.6260722488917707,-0.32954738545028434,0.24089598876656781,0.1646131170120018,0.2755905511811024,0.3675675675675676,0.36888888888888893,0.5978260869565217,0.3285714285714286,0.30857142857142855,0.7692613502863893,0.4961112279203301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Water,Fairy,100,50,80,60,80,50,False,4.605170185988092,10.0,1.2054705229369735,-0.9067511988154378,0.18915686293467543,-0.38407897417041226,0.30186864914435935,-0.6407200075906133,1.12024952174195,1.2254075818591805,0.38976377952755903,0.24324324324324326,0.33333333333333337,0.2717391304347826,0.28571428571428575,0.2571428571428571,0.8310686088936831,0.6012538378111884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Poison,,40,65,95,60,45,35,False,3.6888794541139363,6.324555320336759,-1.1386671140273354,-0.443868378450283,0.6667493312561286,-0.38407897417041226,-0.9589231276511295,-1.1593410444911616,-1.2323527892079675,-1.2518874654005303,0.15354330708661418,0.32432432432432434,0.4,0.2717391304347826,0.11904761904761905,0.17142857142857143,0.6657108841785778,0.3557121467767175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Grass,,75,89,85,55,65,36,False,4.31748811353631,8.660254037844387,0.2287465075351781,0.29674413413396455,0.3483543523751598,-0.536668489102456,-0.23847068376799305,-1.1247663086977917,0.38161768260437373,0.32240227885503076,0.29133858267716534,0.4540540540540541,0.35555555555555557,0.24456521739130435,0.2142857142857143,0.17714285714285713,0.7791522778786859,0.5117507932069544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
